badge_id,name,issuer,description,criteria,alignment,employmentOutcome,skillsValidated,competency,learningOpportunity,related_badges
B07226,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Data Analysis', 'DevOps', 'SQL']","['Teamwork', 'Leadership', 'Problem Solving']",Intro to Machine Learning,"['B02519', 'B09144']"
B07227,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,"['Deep Learning', 'Cloud Computing', 'Python']",['SQL'],Cloud Computing Course,['B07304']
B07228,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'SQL', 'DevOps']",['Analytical Skills'],Intro to Machine Learning,['B04719']
B07229,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['Cloud Computing', 'UI/UX', 'Data Analysis']","['DevOps', 'Python', 'Cloud Computing']",Big Data Analysis Program,[]
B07230,Deep Learning Master,edX,Deep Learning Master badge issued by edX,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,"['SQL', 'Cybersecurity']","['Machine Learning', 'Python', 'Leadership']",Intro to Machine Learning,"['B02721', 'B04169']"
B07231,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'UI/UX', 'SQL']","['Leadership', 'Cloud Computing']",Data Science Bootcamp,"['B06759', 'B04031']"
B07232,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Professional Alignment,Eligible for Software Engineer roles,"['UI/UX', 'Python']",['Problem Solving'],Cloud Computing Course,[]
B07233,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['UI/UX', 'Data Analysis']","['Analytical Skills', 'Python', 'Cloud Computing']",Intro to Machine Learning,['B03402']
B07234,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Deep Learning', 'SQL', 'UI/UX']","['Leadership', 'Cloud Computing']",Intro to Machine Learning,['B02892']
B07235,Big Data Analyst,Coursera,Big Data Analyst badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,"['SQL', 'UI/UX']","['Creativity', 'Teamwork', 'DevOps']",Big Data Analysis Program,"['B02691', 'B04875']"
B07236,Python Certification,Coursera,Python Certification badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['Data Analysis', 'UI/UX']","['Machine Learning', 'Leadership']",Data Science Bootcamp,"['B05854', 'B08777']"
B07237,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],"['UI/UX', 'Teamwork']",AI Professional Course,"['B02402', 'B00084']"
B07238,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,['Cloud Computing'],"['Leadership', 'Deep Learning', 'Analytical Skills']",Data Science Bootcamp,['B08434']
B07239,AI Specialist,edX,AI Specialist badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['Cloud Computing', 'Python']","['DevOps', 'Machine Learning']",Data Science Bootcamp,['B07632']
B07240,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Deep Learning']","['Problem Solving', 'Leadership']",Big Data Analysis Program,[]
B07241,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,['Python'],"['Deep Learning', 'Cloud Computing']",Intro to Machine Learning,['B04477']
B07242,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],['Deep Learning'],Data Science Bootcamp,[]
B07243,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Machine Learning', 'SQL', 'Data Analysis']","['Cybersecurity', 'Cloud Computing']",Cloud Computing Course,['B08353']
B07244,AI Specialist,IBM,AI Specialist badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],['DevOps'],Data Science Bootcamp,['B05687']
B07245,AI Specialist,edX,AI Specialist badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,['Data Analysis'],"['Creativity', 'Python']",AI Professional Course,[]
B07246,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,"['Python', 'UI/UX']","['Cloud Computing', 'Creativity']",Big Data Analysis Program,['B06549']
B07247,Deep Learning Master,IBM,Deep Learning Master badge issued by IBM,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Cloud Architect positions,['UI/UX'],['Data Analysis'],Data Science Bootcamp,['B04852']
B07248,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],['Cloud Computing'],Intro to Machine Learning,"['B08560', 'B03656']"
B07249,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['Data Analysis', 'UI/UX', 'Deep Learning']",['Python'],Intro to Machine Learning,['B09623']
B07250,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,['Cybersecurity'],"['Teamwork', 'DevOps']",AI Professional Course,['B07006']
B07251,Python Certification,edX,Python Certification badge issued by edX,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Software Engineer roles,"['DevOps', 'Deep Learning']","['Creativity', 'Teamwork', 'Leadership']",Big Data Analysis Program,"['B05494', 'B03704']"
B07252,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'DevOps', 'Machine Learning']","['Leadership', 'UI/UX', 'Teamwork']",AI Professional Course,[]
B07253,Big Data Analyst,Coursera,Big Data Analyst badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,['Python'],['Cloud Computing'],Cloud Computing Course,[]
B07254,Machine Learning Pro,edX,Machine Learning Pro badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Python', 'Machine Learning', 'UI/UX']","['Deep Learning', 'Cloud Computing']",Data Science Bootcamp,['B02320']
B07255,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'Deep Learning', 'Data Analysis']","['Data Analysis', 'Analytical Skills']",AI Professional Course,"['B05913', 'B04588']"
B07256,Deep Learning Master,Coursera,Deep Learning Master badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'Deep Learning', 'Cybersecurity']","['Analytical Skills', 'Data Analysis']",Data Science Bootcamp,"['B02441', 'B04484']"
B07257,Machine Learning Pro,Google,Machine Learning Pro badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,"['Deep Learning', 'Python', 'SQL']",['Python'],AI Professional Course,"['B04389', 'B05897']"
B07258,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,['Cybersecurity'],"['Machine Learning', 'Leadership']",Cloud Computing Course,"['B02491', 'B01305']"
B07259,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Software Engineer roles,"['SQL', 'Deep Learning', 'Machine Learning']","['Deep Learning', 'Analytical Skills', 'UI/UX']",AI Professional Course,[]
B07260,Python Certification,IBM,Python Certification badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Software Engineer roles,['UI/UX'],"['Leadership', 'Python']",Big Data Analysis Program,['B02861']
B07261,Python Certification,IBM,Python Certification badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,['Machine Learning'],"['Data Analysis', 'Leadership']",Data Science Bootcamp,['B01181']
B07262,Machine Learning Pro,Udacity,Machine Learning Pro badge issued by Udacity,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['DevOps'],['Creativity'],Big Data Analysis Program,['B06079']
B07263,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'SQL']",['DevOps'],Cloud Computing Course,[]
B07264,Cloud Computing Guru,IBM,Cloud Computing Guru badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'Python']","['Leadership', 'Python']",Cloud Computing Course,"['B02222', 'B04905']"
B07265,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['DevOps', 'Cloud Computing']","['Python', 'Analytical Skills']",Cloud Computing Course,"['B02096', 'B08928']"
B07266,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,['Python'],['Data Analysis'],Cloud Computing Course,"['B04086', 'B09696']"
B07267,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'Data Analysis', 'Machine Learning']","['Leadership', 'UI/UX', 'Problem Solving']",Data Science Bootcamp,[]
B07268,Cybersecurity Professional,IBM,Cybersecurity Professional badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,['Cloud Computing'],['Leadership'],Big Data Analysis Program,['B06903']
B07269,Deep Learning Master,Coursera,Deep Learning Master badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Data Analysis', 'DevOps', 'SQL']","['DevOps', 'Teamwork']",AI Professional Course,"['B09506', 'B02241']"
B07270,Cybersecurity Professional,Google,Cybersecurity Professional badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Software Engineer roles,['SQL'],"['UI/UX', 'Problem Solving', 'Data Analysis']",Cloud Computing Course,['B06053']
B07271,AI Specialist,IBM,AI Specialist badge issued by IBM,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,"['SQL', 'Data Analysis']","['UI/UX', 'DevOps', 'Cloud Computing']",AI Professional Course,"['B06327', 'B03514']"
B07272,Python Certification,IBM,Python Certification badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,"['Deep Learning', 'Data Analysis']","['Teamwork', 'Leadership']",Intro to Machine Learning,['B05760']
B07273,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,"['DevOps', 'Cloud Computing', 'SQL']",['DevOps'],Cloud Computing Course,['B00107']
B07274,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Data Analysis', 'Deep Learning']","['SQL', 'Leadership', 'Data Analysis']",Cloud Computing Course,['B06762']
B07275,Python Certification,Google,Python Certification badge issued by Google,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,['Python'],['Analytical Skills'],Data Science Bootcamp,"['B06407', 'B02178']"
B07276,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,"['Cloud Computing', 'DevOps']","['SQL', 'Creativity']",AI Professional Course,['B00514']
B07277,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Data Analyst roles,['Data Analysis'],"['Analytical Skills', 'SQL']",Data Science Bootcamp,[]
B07278,Cloud Computing Guru,IBM,Cloud Computing Guru badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,['Cloud Computing'],"['Cloud Computing', 'Python', 'Deep Learning']",Big Data Analysis Program,['B01672']
B07279,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Passing all module assessments,Industry Standard Alignment,Eligible for Software Engineer roles,['Cloud Computing'],['Deep Learning'],AI Professional Course,"['B06450', 'B03567']"
B07280,Python Certification,Coursera,Python Certification badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'Cybersecurity', 'DevOps']","['Deep Learning', 'UI/UX']",AI Professional Course,"['B03697', 'B03917']"
B07281,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'Cloud Computing', 'UI/UX']","['Cybersecurity', 'Deep Learning']",Intro to Machine Learning,"['B00657', 'B05366']"
B07282,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Python', 'Cybersecurity']",['Cybersecurity'],Cloud Computing Course,"['B06763', 'B05531']"
B07283,UI/UX Designer,edX,UI/UX Designer badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['SQL', 'Deep Learning']",['Machine Learning'],Intro to Machine Learning,[]
B07284,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['UI/UX', 'Python']","['UI/UX', 'Data Analysis']",Intro to Machine Learning,['B00805']
B07285,DevOps Engineer,IBM,DevOps Engineer badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['DevOps', 'Python', 'Cloud Computing']","['Problem Solving', 'Cybersecurity']",Intro to Machine Learning,"['B06168', 'B09040']"
B07286,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Cloud Architect positions,"['DevOps', 'Deep Learning']","['UI/UX', 'Python', 'SQL']",Big Data Analysis Program,['B01290']
B07287,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['Python', 'Data Analysis']","['Machine Learning', 'Analytical Skills']",AI Professional Course,[]
B07288,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Passing all module assessments,Professional Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'UI/UX', 'DevOps']",['Cloud Computing'],Cloud Computing Course,[]
B07289,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,"['Python', 'SQL']","['Machine Learning', 'Python', 'Data Analysis']",Big Data Analysis Program,"['B06109', 'B04735']"
B07290,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,['Machine Learning'],"['Analytical Skills', 'Problem Solving', 'Python']",Big Data Analysis Program,[]
B07291,Machine Learning Pro,Google,Machine Learning Pro badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,['SQL'],"['Data Analysis', 'Leadership']",Big Data Analysis Program,[]
B07292,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,"['Machine Learning', 'UI/UX', 'Cloud Computing']",['Leadership'],Cloud Computing Course,[]
B07293,Big Data Analyst,IBM,Big Data Analyst badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Data Analysis'],['Cybersecurity'],Cloud Computing Course,[]
B07294,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'Cybersecurity', 'Python']","['Machine Learning', 'Data Analysis']",AI Professional Course,[]
B07295,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,['Python'],['SQL'],Data Science Bootcamp,[]
B07296,AI Specialist,edX,AI Specialist badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Cybersecurity']",['Cybersecurity'],Intro to Machine Learning,"['B09401', 'B08274']"
B07297,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Machine Learning', 'Python']","['Machine Learning', 'UI/UX']",AI Professional Course,['B07099']
B07298,Cybersecurity Professional,edX,Cybersecurity Professional badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'Cloud Computing', 'DevOps']",['Teamwork'],Data Science Bootcamp,['B06679']
B07299,AI Specialist,Udacity,AI Specialist badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,['Data Analysis'],"['Machine Learning', 'Deep Learning', 'Cybersecurity']",Intro to Machine Learning,"['B02929', 'B06924']"
B07300,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['DevOps', 'Data Analysis']","['Creativity', 'Cloud Computing', 'Machine Learning']",Intro to Machine Learning,[]
B07301,Cloud Computing Guru,IBM,Cloud Computing Guru badge issued by IBM,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,"['Cybersecurity', 'Data Analysis', 'Machine Learning']","['Analytical Skills', 'Teamwork', 'DevOps']",AI Professional Course,['B00505']
B07302,Machine Learning Pro,Udacity,Machine Learning Pro badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,['Deep Learning'],"['Creativity', 'Problem Solving', 'SQL']",Intro to Machine Learning,['B07618']
B07303,UI/UX Designer,edX,UI/UX Designer badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,['DevOps'],"['Cloud Computing', 'DevOps']",Data Science Bootcamp,"['B06619', 'B00725']"
B07304,Machine Learning Pro,Udacity,Machine Learning Pro badge issued by Udacity,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Python']",['Python'],Big Data Analysis Program,"['B01634', 'B00618']"
B07305,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['UI/UX', 'Cloud Computing']","['Leadership', 'Analytical Skills', 'Data Analysis']",AI Professional Course,['B08043']
B07306,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['Deep Learning', 'DevOps']",['Deep Learning'],Intro to Machine Learning,[]
B07307,Python Certification,IBM,Python Certification badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,"['DevOps', 'Deep Learning', 'Cybersecurity']","['Machine Learning', 'SQL']",AI Professional Course,['B06140']
B07308,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'Data Analysis', 'SQL']","['Analytical Skills', 'Creativity']",AI Professional Course,[]
B07309,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,['DevOps'],"['Data Analysis', 'Cybersecurity']",AI Professional Course,[]
B07310,AI Specialist,edX,AI Specialist badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,"['DevOps', 'UI/UX']","['SQL', 'Creativity', 'Problem Solving']",Cloud Computing Course,[]
B07311,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,"['UI/UX', 'Python', 'Deep Learning']","['Leadership', 'Machine Learning', 'Problem Solving']",Data Science Bootcamp,['B04890']
B07312,Big Data Analyst,Coursera,Big Data Analyst badge issued by Coursera,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,['UI/UX'],['Problem Solving'],AI Professional Course,"['B04900', 'B03520']"
B07313,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,"['SQL', 'Cloud Computing']",['Cybersecurity'],Intro to Machine Learning,['B08952']
B07314,Big Data Analyst,IBM,Big Data Analyst badge issued by IBM,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'Data Analysis']","['Creativity', 'Leadership', 'Cybersecurity']",AI Professional Course,"['B04768', 'B09745']"
B07315,UI/UX Designer,IBM,UI/UX Designer badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,['Cybersecurity'],"['Leadership', 'DevOps']",Cloud Computing Course,"['B01657', 'B06842']"
B07316,Cybersecurity Professional,edX,Cybersecurity Professional badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,"['Machine Learning', 'SQL']","['Leadership', 'Data Analysis', 'Python']",Intro to Machine Learning,['B09471']
B07317,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,"['SQL', 'Cloud Computing', 'UI/UX']","['Analytical Skills', 'Leadership', 'Cloud Computing']",Cloud Computing Course,['B00226']
B07318,Data Science Expert,edX,Data Science Expert badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,['Data Analysis'],"['Analytical Skills', 'Problem Solving', 'SQL']",Data Science Bootcamp,[]
B07319,Machine Learning Pro,edX,Machine Learning Pro badge issued by edX,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Data Analyst roles,['Cybersecurity'],"['Creativity', 'Machine Learning']",Data Science Bootcamp,[]
B07320,Big Data Analyst,IBM,Big Data Analyst badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'Machine Learning', 'SQL']","['Data Analysis', 'DevOps']",Cloud Computing Course,"['B05525', 'B00813']"
B07321,UI/UX Designer,IBM,UI/UX Designer badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['DevOps', 'SQL', 'Python']","['Cybersecurity', 'Teamwork', 'Machine Learning']",Big Data Analysis Program,['B04421']
B07322,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Machine Learning'],['Problem Solving'],Data Science Bootcamp,['B00981']
B07323,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['Data Analysis', 'Python', 'DevOps']","['SQL', 'Cloud Computing']",Data Science Bootcamp,"['B05760', 'B02434']"
B07324,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Deep Learning']","['Python', 'Problem Solving']",Big Data Analysis Program,['B05545']
B07325,Deep Learning Master,Coursera,Deep Learning Master badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,['Deep Learning'],"['Data Analysis', 'DevOps']",AI Professional Course,[]
B07326,Python Certification,Google,Python Certification badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Machine Learning', 'Deep Learning']","['Teamwork', 'Analytical Skills', 'Python']",Big Data Analysis Program,['B00935']
B07327,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'Cloud Computing']","['Teamwork', 'Python', 'Cloud Computing']",AI Professional Course,"['B04494', 'B04419']"
B07328,Python Certification,Udacity,Python Certification badge issued by Udacity,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,"['DevOps', 'Deep Learning']","['Python', 'Problem Solving']",Intro to Machine Learning,[]
B07329,Cybersecurity Professional,Udacity,Cybersecurity Professional badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,['Cybersecurity'],"['Analytical Skills', 'SQL', 'Cloud Computing']",AI Professional Course,"['B04710', 'B05537']"
B07330,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['DevOps', 'Cybersecurity', 'Data Analysis']","['Leadership', 'Analytical Skills', 'Problem Solving']",Big Data Analysis Program,[]
B07331,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Software Engineer roles,"['Python', 'Cloud Computing']","['Cloud Computing', 'Cybersecurity']",Cloud Computing Course,"['B07870', 'B06252']"
B07332,DevOps Engineer,IBM,DevOps Engineer badge issued by IBM,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Data Analyst roles,"['DevOps', 'Machine Learning']","['Teamwork', 'Python']",Big Data Analysis Program,[]
B07333,Cloud Computing Guru,Coursera,Cloud Computing Guru badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],"['Python', 'Analytical Skills', 'Machine Learning']",Cloud Computing Course,[]
B07334,Cybersecurity Professional,Udacity,Cybersecurity Professional badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,['Cloud Computing'],['Analytical Skills'],Cloud Computing Course,[]
B07335,Data Science Expert,Udacity,Data Science Expert badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Deep Learning', 'SQL', 'Python']","['Problem Solving', 'Python']",AI Professional Course,"['B02002', 'B08706']"
B07336,UI/UX Designer,edX,UI/UX Designer badge issued by edX,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'Deep Learning']","['Deep Learning', 'SQL']",Cloud Computing Course,[]
B07337,Big Data Analyst,Coursera,Big Data Analyst badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,['Cybersecurity'],['Python'],Data Science Bootcamp,['B08870']
B07338,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'Cybersecurity']","['Deep Learning', 'SQL', 'UI/UX']",Intro to Machine Learning,['B00713']
